"DataExtractDate","ReportPeriod","Terminal","Arrival_Departure","Domestic_International","Passenger_Count"
"2021 Sep 29 09:09:13 AM","2021 Aug 01 12:00:00 AM","TBIT West Gates","Departure","Domestic","43,473"
"2021 Jun 29 10:06:21 AM","2021 May 01 12:00:00 AM","TBIT West Gates","Arrival","International","33,048"
"2021 Sep 29 09:09:13 AM","2021 Aug 01 12:00:00 AM","T5","Departure","International","12,352"
"2021 Aug 01 12:00:23 AM","2021 Jun 01 12:00:00 AM","TBIT West Gates","Arrival","International","72,405"
"2021 Sep 29 09:09:13 AM","2021 Aug 01 12:00:00 AM","T8","Departure","International","4,032"
"2021 Sep 29 09:09:13 AM","2021 Aug 01 12:00:00 AM","TBIT","Departure","Domestic","118,467"
"2021 Jun 29 10:06:21 AM","2021 May 01 12:00:00 AM","TBIT West Gates","Departure","Domestic","20,561"
"2021 Sep 29 09:09:13 AM","2021 Aug 01 12:00:00 AM","T7","Departure","International","35,531"
"2021 Sep 29 09:09:13 AM","2021 Aug 01 12:00:00 AM","T4","Departure","Domestic","294,097"
"2021 Sep 29 09:09:13 AM","2021 Aug 01 12:00:00 AM","TBIT West Gates","Arrival","Domestic","43,267"
"2021 Jun 29 10:06:21 AM","2021 May 01 12:00:00 AM","TBIT West Gates","Arrival","Domestic","21,566"
"2021 Aug 01 12:00:23 AM","2021 Jun 01 12:00:00 AM","TBIT West Gates","Arrival","Domestic","68,035"
"2021 Sep 10 06:01:13 AM","2021 Aug 01 12:00:00 AM","T8","Arrival","International","385"
"2021 Sep 29 09:09:13 AM","2021 Aug 01 12:00:00 AM","T7","Arrival","International","58,865"
"2021 Sep 29 09:09:13 AM","2021 Aug 01 12:00:00 AM","T5","Arrival","Domestic","399,884"
"2021 Sep 29 09:09:13 AM","2021 Aug 01 12:00:00 AM","T5","Departure","Domestic","402,640"
"2021 Sep 10 06:01:13 AM","2021 Aug 01 12:00:00 AM","T2","Departure","Domestic","414,991"
"2021 Sep 10 06:01:13 AM","2021 Aug 01 12:00:00 AM","T2","Departure","International","30,545"
"2021 Jun 29 10:06:21 AM","2021 May 01 12:00:00 AM","TBIT West Gates","Departure","International","28,952"
"2021 Sep 10 06:01:13 AM","2021 Aug 01 12:00:00 AM","T2","Arrival","International","6,739"
"2021 Sep 29 09:09:13 AM","2021 Aug 01 12:00:00 AM","T7","Departure","Domestic","271,219"
"2021 Sep 29 09:09:13 AM","2021 Aug 01 12:00:00 AM","T6","Departure","International","56,081"
"2021 Sep 29 09:09:13 AM","2021 Aug 01 12:00:00 AM","TBIT West Gates","Departure","International","74,098"
"2021 Aug 30 11:09:52 AM","2021 Jul 01 12:00:00 AM","TBIT West Gates","Arrival","International","99,892"
"2021 Sep 10 06:01:13 AM","2021 Aug 01 12:00:00 AM","T1","Departure","Domestic","241,004"
"2021 Sep 29 09:09:13 AM","2021 Aug 01 12:00:00 AM","T6","Departure","Domestic","171,777"
"2021 Sep 29 09:09:13 AM","2021 Aug 01 12:00:00 AM","TBIT","Arrival","Domestic","25,173"
"2021 Sep 29 09:09:13 AM","2021 Aug 01 12:00:00 AM","T7","Arrival","Domestic","278,621"
"2021 Dec 10 06:01:09 AM","2021 Nov 01 12:00:00 AM","T2","Arrival","Domestic","471,098"
"2021 Sep 29 09:09:13 AM","2021 Aug 01 12:00:00 AM","T8","Arrival","Domestic","79,388"
"2021 Aug 10 12:12:41 PM","2021 Jul 01 12:00:00 AM","TBIT West Gates","Arrival","Domestic","71,981"
"2021 Sep 29 09:09:13 AM","2021 Aug 01 12:00:00 AM","T4","Departure","International","11,604"
"2021 Sep 10 06:01:13 AM","2021 Aug 01 12:00:00 AM","T1","Arrival","Domestic","241,308"
"2021 Aug 30 11:09:52 AM","2021 Jul 01 12:00:00 AM","TBIT West Gates","Departure","International","95,568"
"2021 Sep 29 09:09:13 AM","2021 Aug 01 12:00:00 AM","Miscellaneous Terminal","Arrival","International","262"
"2021 Sep 29 09:09:13 AM","2021 Aug 01 12:00:00 AM","T8","Departure","Domestic","89,724"
"2022 Jan 01 12:00:11 AM","2021 Nov 01 12:00:00 AM","Miscellaneous Terminal","Departure","International","260"
"2021 Sep 29 09:09:13 AM","2021 Aug 01 12:00:00 AM","Miscellaneous Terminal","Departure","International","164"
"2021 Sep 10 06:01:13 AM","2021 Aug 01 12:00:00 AM","T6","Arrival","International","28,289"
"2021 Dec 10 06:01:09 AM","2021 Nov 01 12:00:00 AM","T1","Departure","Domestic","258,568"
"2021 Aug 01 12:00:23 AM","2021 Jun 01 12:00:00 AM","TBIT West Gates","Departure","Domestic","69,662"
"2021 Aug 10 12:12:41 PM","2021 Jul 01 12:00:00 AM","TBIT West Gates","Departure","Domestic","70,992"
"2021 Sep 29 09:09:13 AM","2021 Aug 01 12:00:00 AM","T4","Arrival","Domestic","295,386"
"2021 Dec 10 06:01:09 AM","2021 Nov 01 12:00:00 AM","T7","Arrival","International","32,921"
"2022 May 10 06:01:09 AM","2022 Apr 01 12:00:00 AM","T2","Departure","Domestic","444,778"
"2022 Jan 01 12:00:11 AM","2021 Nov 01 12:00:00 AM","T4","Departure","International","19,375"
"2021 Dec 10 06:01:09 AM","2021 Nov 01 12:00:00 AM","T8","Arrival","Domestic","98,709"
"2022 Jan 01 12:00:11 AM","2021 Nov 01 12:00:00 AM","T4","Arrival","Domestic","306,871"
"2022 Jan 01 12:00:11 AM","2021 Nov 01 12:00:00 AM","T6","Arrival","International","24,028"
"2022 Jan 01 12:00:11 AM","2021 Nov 01 12:00:00 AM","TBIT West Gates","Departure","International","85,756"
"2022 Jan 01 12:00:11 AM","2021 Nov 01 12:00:00 AM","T5","Departure","International","15,348"
"2022 Jan 01 12:00:11 AM","2021 Nov 01 12:00:00 AM","T4","Departure","Domestic","294,223"
"2021 Dec 10 06:01:09 AM","2021 Nov 01 12:00:00 AM","T2","Departure","Domestic","413,186"
"2022 Jan 01 12:00:11 AM","2021 Nov 01 12:00:00 AM","TBIT","Departure","Domestic","95,747"
"2022 Jan 01 12:00:11 AM","2021 Nov 01 12:00:00 AM","T2","Arrival","International","10,585"
"2021 Dec 10 06:01:09 AM","2021 Nov 01 12:00:00 AM","T7","Arrival","Domestic","257,347"
"2021 Dec 10 06:01:09 AM","2021 Nov 01 12:00:00 AM","T8","Departure","Domestic","99,957"
"2022 Jan 01 12:00:11 AM","2021 Nov 01 12:00:00 AM","T5","Departure","Domestic","327,399"
"2021 Dec 10 06:01:09 AM","2021 Nov 01 12:00:00 AM","T7","Departure","International","28,096"
"2021 Dec 10 06:01:09 AM","2021 Nov 01 12:00:00 AM","T7","Departure","Domestic","256,571"
"2022 Jun 01 12:00:23 AM","2022 Apr 01 12:00:00 AM","T5","Arrival","Domestic","329,134"
"2022 Jan 01 12:00:11 AM","2021 Nov 01 12:00:00 AM","T6","Departure","International","57,937"
"2022 Jan 01 12:00:11 AM","2021 Nov 01 12:00:00 AM","T5","Arrival","Domestic","324,750"
"2022 Jan 01 12:00:11 AM","2021 Nov 01 12:00:00 AM","T6","Departure","Domestic","162,541"
"2022 Jan 01 12:00:11 AM","2021 Nov 01 12:00:00 AM","TBIT","Departure","International","196,044"
"2022 Jan 01 12:00:11 AM","2021 Nov 01 12:00:00 AM","T2","Departure","International","26,293"
"2022 Jan 01 12:00:11 AM","2021 Nov 01 12:00:00 AM","T6","Arrival","Domestic","162,537"
"2022 Jan 01 12:00:11 AM","2021 Nov 01 12:00:00 AM","TBIT West Gates","Arrival","International","93,469"
"2021 Dec 10 06:01:09 AM","2021 Nov 01 12:00:00 AM","TBIT West Gates","Departure","Domestic","60,385"
"2022 Jan 01 12:00:11 AM","2021 Nov 01 12:00:00 AM","TBIT","Arrival","Domestic","20,459"
"2021 Dec 10 06:01:09 AM","2021 Nov 01 12:00:00 AM","TBIT West Gates","Arrival","Domestic","59,723"
"2022 Apr 01 12:00:18 AM","2022 Jan 01 12:00:00 AM","T6","Arrival","Domestic","122,486"
"2022 Apr 01 12:00:18 AM","2022 Feb 01 12:00:00 AM","T5","Arrival","Domestic","268,922"
"2022 Mar 10 06:01:10 AM","2022 Feb 01 12:00:00 AM","T2","Departure","Domestic","333,000"
"2022 Mar 10 06:01:10 AM","2022 Feb 01 12:00:00 AM","T2","Arrival","International","7,456"
"2022 Apr 01 12:00:18 AM","2022 Feb 01 12:00:00 AM","TBIT","Departure","Domestic","115,690"
"2022 Apr 01 12:00:18 AM","2021 Dec 01 12:00:00 AM","TBIT","Arrival","International","326,225"
"2022 Mar 10 06:01:10 AM","2022 Feb 01 12:00:00 AM","T8","Departure","Domestic","80,518"
"2022 Mar 10 06:01:10 AM","2022 Feb 01 12:00:00 AM","T1","Departure","Domestic","205,315"
"2022 Mar 10 06:01:10 AM","2022 Feb 01 12:00:00 AM","T7","Departure","International","24,602"
"2022 Mar 10 06:01:10 AM","2022 Feb 01 12:00:00 AM","T7","Departure","Domestic","231,989"
"2022 Mar 10 06:01:10 AM","2022 Feb 01 12:00:00 AM","T2","Arrival","Domestic","468,719"
"2022 Apr 01 12:00:18 AM","2022 Feb 01 12:00:00 AM","Miscellaneous Terminal","Departure","International","211"
"2022 Mar 10 06:01:10 AM","2022 Feb 01 12:00:00 AM","T1","Arrival","Domestic","206,318"
"2022 Mar 10 06:01:10 AM","2022 Feb 01 12:00:00 AM","T6","Arrival","International","17,819"
"2022 Apr 01 12:00:18 AM","2021 Dec 01 12:00:00 AM","TBIT","Departure","International","260,007"
"2022 Mar 10 06:01:10 AM","2022 Feb 01 12:00:00 AM","T8","Arrival","Domestic","81,788"
"2022 Apr 01 12:00:18 AM","2022 Feb 01 12:00:00 AM","TBIT","Arrival","Domestic","30,581"
"2022 Mar 10 06:01:10 AM","2022 Feb 01 12:00:00 AM","T2","Departure","International","24,891"
"2022 Apr 01 12:00:18 AM","2022 Feb 01 12:00:00 AM","T4","Departure","Domestic","198,119"
"2022 Apr 01 12:00:18 AM","2022 Jan 01 12:00:00 AM","T5","Departure","Domestic","231,654"
"2022 Jun 01 12:00:23 AM","2022 Apr 01 12:00:00 AM","TBIT","Departure","International","313,327"
"2022 Apr 01 12:00:18 AM","2022 Feb 01 12:00:00 AM","T4","Departure","International","15,321"
"2022 Apr 01 12:00:18 AM","2022 Feb 01 12:00:00 AM","T6","Arrival","Domestic","127,021"
"2022 Apr 01 12:00:18 AM","2022 Feb 01 12:00:00 AM","TBIT West Gates","Arrival","International","73,794"
"2022 Mar 10 06:01:10 AM","2022 Feb 01 12:00:00 AM","T6","Departure","International","45,813"
"2022 Apr 01 12:00:18 AM","2022 Feb 01 12:00:00 AM","TBIT","Departure","International","176,064"
"2022 Mar 10 06:01:10 AM","2022 Feb 01 12:00:00 AM","TBIT West Gates","Departure","Domestic","44,888"
"2022 Apr 01 12:00:18 AM","2022 Jan 01 12:00:00 AM","T5","Arrival","Domestic","247,862"
"2022 Apr 01 12:00:18 AM","2022 Feb 01 12:00:00 AM","T5","Departure","International","11,551"
"2021 Nov 01 12:00:16 AM","2021 Sep 01 12:00:00 AM","T8","Arrival","Domestic","80,259"
"2021 Oct 10 06:01:09 AM","2021 Sep 01 12:00:00 AM","T6","Arrival","International","24,862"
"2021 Nov 01 12:00:16 AM","2021 Sep 01 12:00:00 AM","T7","Arrival","Domestic","231,280"
"2021 Oct 10 06:01:09 AM","2021 Sep 01 12:00:00 AM","T1","Arrival","Domestic","228,058"
"2021 Nov 01 12:00:16 AM","2021 Sep 01 12:00:00 AM","T7","Departure","Domestic","227,529"
"2021 Nov 01 12:00:16 AM","2021 Sep 01 12:00:00 AM","T7","Departure","International","22,492"
"2021 Nov 01 12:00:16 AM","2021 Sep 01 12:00:00 AM","T5","Arrival","Domestic","338,284"
"2021 Oct 10 06:01:09 AM","2021 Sep 01 12:00:00 AM","T2","Arrival","International","8,637"
"2021 Nov 01 12:00:16 AM","2021 Sep 01 12:00:00 AM","T5","Departure","Domestic","343,149"
"2021 Nov 01 12:00:16 AM","2021 Sep 01 12:00:00 AM","T4","Arrival","Domestic","252,351"
"2021 Nov 01 12:00:16 AM","2021 Sep 01 12:00:00 AM","T4","Departure","Domestic","248,770"
"2021 Nov 01 12:00:16 AM","2021 Sep 01 12:00:00 AM","T7","Arrival","International","28,496"
"2021 Nov 01 12:00:16 AM","2021 Sep 01 12:00:00 AM","TBIT West Gates","Arrival","International","88,769"
"2021 Nov 01 12:00:16 AM","2021 Sep 01 12:00:00 AM","TBIT","Arrival","Domestic","18,536"
"2021 Nov 01 12:00:16 AM","2021 Sep 01 12:00:00 AM","TBIT West Gates","Departure","Domestic","17,359"
"2021 Oct 10 06:01:09 AM","2021 Sep 01 12:00:00 AM","T2","Arrival","Domestic","440,732"
"2021 Nov 01 12:00:16 AM","2021 Sep 01 12:00:00 AM","T8","Departure","Domestic","88,588"
"2021 Nov 01 12:00:16 AM","2021 Aug 01 12:00:00 AM","Miscellaneous Terminal","Arrival","Domestic","65,737"
"2021 Nov 01 12:00:16 AM","2021 Sep 01 12:00:00 AM","TBIT","Arrival","International","230,409"
"2021 Oct 10 06:01:09 AM","2021 Sep 01 12:00:00 AM","T1","Departure","Domestic","226,656"
"2021 Nov 01 12:00:16 AM","2021 Sep 01 12:00:00 AM","Miscellaneous Terminal","Arrival","Domestic","57,590"
"2021 Oct 10 06:01:09 AM","2021 Sep 01 12:00:00 AM","T2","Departure","International","23,103"
"2021 Nov 01 12:00:16 AM","2021 Sep 01 12:00:00 AM","T5","Departure","International","10,672"
"2021 Nov 01 12:00:16 AM","2021 Sep 01 12:00:00 AM","Miscellaneous Terminal","Departure","Domestic","56,875"
"2021 Oct 10 06:01:09 AM","2021 Sep 01 12:00:00 AM","T8","Arrival","International","50"
"2021 Nov 01 12:00:16 AM","2021 Aug 01 12:00:00 AM","TBIT West Gates","Arrival","International","110,010"
"2021 Nov 01 12:00:16 AM","2021 Sep 01 12:00:00 AM","TBIT","Departure","International","154,368"
"2021 Nov 01 12:00:16 AM","2021 Sep 01 12:00:00 AM","TBIT West Gates","Departure","International","72,674"
"2021 Nov 01 12:00:16 AM","2021 Sep 01 12:00:00 AM","T6","Arrival","Domestic","150,138"
"2021 Nov 01 12:00:16 AM","2021 Sep 01 12:00:00 AM","TBIT West Gates","Arrival","Domestic","18,092"
"2021 Nov 01 12:00:16 AM","2021 Sep 01 12:00:00 AM","T4","Departure","International","11,760"
"2021 Nov 01 12:00:16 AM","2021 Sep 01 12:00:00 AM","T8","Departure","International","5,626"
"2021 Nov 01 12:00:16 AM","2021 Sep 01 12:00:00 AM","TBIT","Departure","Domestic","97,788"
"2021 Nov 01 12:00:16 AM","2021 Sep 01 12:00:00 AM","T6","Departure","Domestic","148,632"
"2021 Oct 10 06:01:09 AM","2021 Sep 01 12:00:00 AM","T6","Departure","International","49,269"
"2021 Oct 10 06:01:09 AM","2021 Sep 01 12:00:00 AM","T2","Departure","Domestic","370,224"
"2022 Jun 01 12:00:23 AM","2022 Apr 01 12:00:00 AM","TBIT West Gates","Arrival","International","126,059"
"2022 Jan 31 03:01:29 PM","2021 Dec 01 12:00:00 AM","T5","Arrival","Domestic","324,396"
"2022 Jan 31 03:01:29 PM","2021 Dec 01 12:00:00 AM","T2","Departure","Domestic","405,746"
"2022 Jan 31 03:01:29 PM","2021 Dec 01 12:00:00 AM","T7","Arrival","Domestic","284,612"
"2022 Jan 31 03:01:29 PM","2021 Dec 01 12:00:00 AM","TBIT West Gates","Departure","Domestic","63,451"
"2022 Jan 31 03:01:29 PM","2021 Dec 01 12:00:00 AM","T4","Arrival","Domestic","310,301"
"2022 May 10 06:01:09 AM","2022 Apr 01 12:00:00 AM","T2","Departure","International","39,744"
"2022 Jan 31 03:01:29 PM","2021 Dec 01 12:00:00 AM","T8","Departure","International","6,748"
"2022 Jan 31 03:01:29 PM","2021 Dec 01 12:00:00 AM","T6","Departure","Domestic","170,570"
"2022 Jan 10 06:01:08 AM","2021 Dec 01 12:00:00 AM","T1","Arrival","Domestic","260,752"
"2022 Jan 31 03:01:29 PM","2021 Dec 01 12:00:00 AM","T8","Arrival","Domestic","96,650"
"2022 Jan 31 03:01:29 PM","2021 Dec 01 12:00:00 AM","T5","Departure","International","19,058"
"2022 Jan 31 03:01:29 PM","2021 Dec 01 12:00:00 AM","TBIT West Gates","Arrival","International","96,587"
"2022 Jan 31 03:01:29 PM","2021 Dec 01 12:00:00 AM","Miscellaneous Terminal","Departure","International","160"
"2022 Jan 31 03:01:29 PM","2021 Dec 01 12:00:00 AM","T6","Arrival","Domestic","172,980"
"2022 Jan 31 03:01:29 PM","2021 Dec 01 12:00:00 AM","T2","Arrival","Domestic","474,296"
"2022 Jan 31 03:01:29 PM","2021 Dec 01 12:00:00 AM","T7","Arrival","International","37,942"
"2022 Jan 31 03:01:29 PM","2021 Dec 01 12:00:00 AM","T4","Departure","International","19,959"
"2022 Jan 31 03:01:29 PM","2021 Dec 01 12:00:00 AM","T6","Arrival","International","24,868"
"2022 Jan 31 03:01:29 PM","2021 Dec 01 12:00:00 AM","TBIT West Gates","Departure","International","104,874"
"2022 Jan 10 06:01:08 AM","2021 Dec 01 12:00:00 AM","T2","Arrival","International","12,324"
"2022 Jan 31 03:01:29 PM","2021 Dec 01 12:00:00 AM","T7","Departure","Domestic","282,827"
"2022 Jan 31 03:01:29 PM","2021 Dec 01 12:00:00 AM","T2","Departure","International","34,703"
"2022 Jan 31 03:01:29 PM","2021 Dec 01 12:00:00 AM","TBIT","Departure","Domestic","123,332"
"2022 Jan 31 03:01:29 PM","2021 Dec 01 12:00:00 AM","TBIT West Gates","Arrival","Domestic","62,744"
"2022 Jan 31 03:01:29 PM","2021 Dec 01 12:00:00 AM","TBIT","Arrival","Domestic","32,218"
"2022 Jan 31 03:01:29 PM","2021 Dec 01 12:00:00 AM","Miscellaneous Terminal","Arrival","International","76"
"2022 Jan 31 03:01:29 PM","2021 Dec 01 12:00:00 AM","T8","Departure","Domestic","100,596"
"2022 Jan 31 03:01:29 PM","2021 Dec 01 12:00:00 AM","T4","Departure","Domestic","287,448"
"2022 Jan 10 06:01:08 AM","2021 Dec 01 12:00:00 AM","T8","Arrival","International","881"
"2022 Jan 31 03:01:29 PM","2021 Dec 01 12:00:00 AM","T7","Departure","International","39,442"
"2022 May 10 06:01:09 AM","2022 Apr 01 12:00:00 AM","T7","Departure","International","34,317"
"2022 May 10 06:01:09 AM","2022 Apr 01 12:00:00 AM","TBIT West Gates","Departure","Domestic","64,296"
"2022 Jan 31 03:01:29 PM","2021 Dec 01 12:00:00 AM","T5","Departure","Domestic","317,827"
"2022 Jan 31 03:01:29 PM","2021 Dec 01 12:00:00 AM","T6","Departure","International","69,933"
"2022 Jan 10 06:01:08 AM","2021 Dec 01 12:00:00 AM","T1","Departure","Domestic","260,604"
"2022 Mar 10 06:01:10 AM","2022 Feb 01 12:00:00 AM","TBIT West Gates","Arrival","Domestic","44,297"
"2023 Apr 01 12:01:02 AM","2023 Feb 01 12:00:00 AM","T2","Departure","International","41,050"
"2022 Mar 10 06:01:10 AM","2022 Feb 01 12:00:00 AM","T7","Arrival","International","24,288"
"2022 Apr 01 12:00:18 AM","2022 Jan 01 12:00:00 AM","T6","Departure","Domestic","117,510"
"2022 Mar 10 06:01:10 AM","2022 Feb 01 12:00:00 AM","T8","Departure","International","3,947"
"2022 Apr 01 12:00:18 AM","2022 Feb 01 12:00:00 AM","T4","Arrival","Domestic","213,736"
"2022 Apr 01 12:00:18 AM","2022 Feb 01 12:00:00 AM","Miscellaneous Terminal","Arrival","International","162"
"2022 Apr 01 12:00:18 AM","2022 Feb 01 12:00:00 AM","T6","Departure","Domestic","124,338"
"2022 Mar 10 06:01:10 AM","2022 Feb 01 12:00:00 AM","T8","Arrival","International","1,563"
"2022 Mar 10 06:01:10 AM","2022 Feb 01 12:00:00 AM","TBIT West Gates","Departure","International","73,889"
"2022 Jun 01 12:00:23 AM","2022 Apr 01 12:00:00 AM","T5","Departure","Domestic","327,903"
"2022 Jun 01 12:00:23 AM","2022 Apr 01 12:00:00 AM","TBIT","Arrival","Domestic","11,143"
"2022 Jun 01 12:00:23 AM","2022 Apr 01 12:00:00 AM","TBIT","Departure","Domestic","105,930"
"2022 Jun 01 12:00:23 AM","2022 Apr 01 12:00:00 AM","T4","Departure","International","21,743"
"2022 Jun 01 12:00:23 AM","2022 Apr 01 12:00:00 AM","Miscellaneous Terminal","Arrival","Domestic","48,913"
"2022 May 10 06:01:09 AM","2022 Apr 01 12:00:00 AM","TBIT West Gates","Arrival","Domestic","65,950"
"2022 May 10 06:01:09 AM","2022 Apr 01 12:00:00 AM","T2","Arrival","International","16,950"
"2022 Jun 01 12:00:23 AM","2022 Apr 01 12:00:00 AM","T5","Departure","International","20,064"
"2022 Jun 01 12:00:23 AM","2022 Apr 01 12:00:00 AM","T5","Arrival","International","203"
"2022 Jun 01 12:00:23 AM","2022 Apr 01 12:00:00 AM","Miscellaneous Terminal","Arrival","International","101"
"2022 May 10 06:01:09 AM","2022 Apr 01 12:00:00 AM","T7","Arrival","International","40,067"
"2022 May 10 06:01:09 AM","2022 Apr 01 12:00:00 AM","T8","Arrival","Domestic","108,998"
"2022 May 10 06:01:09 AM","2022 Apr 01 12:00:00 AM","T7","Departure","Domestic","301,724"
"2022 Jun 01 12:00:23 AM","2022 Apr 01 12:00:00 AM","TBIT West Gates","Departure","International","113,365"
"2022 May 10 06:01:09 AM","2022 Apr 01 12:00:00 AM","T8","Arrival","International","1,855"
"2022 Jun 01 12:00:23 AM","2022 Apr 01 12:00:00 AM","T4","Arrival","International","2,368"
"2022 Jun 01 12:00:23 AM","2022 Apr 01 12:00:00 AM","Miscellaneous Terminal","Departure","Domestic","47,681"
"2022 May 10 06:01:09 AM","2022 Apr 01 12:00:00 AM","T8","Departure","Domestic","103,097"
"2022 May 10 06:01:09 AM","2022 Apr 01 12:00:00 AM","T2","Arrival","Domestic","508,216"
"2022 Jun 01 12:00:23 AM","2022 Apr 01 12:00:00 AM","T6","Arrival","Domestic","158,581"
"2022 Jun 01 12:00:23 AM","2022 Apr 01 12:00:00 AM","T6","Departure","Domestic","159,204"
"2022 Aug 30 11:02:17 AM","2022 Jul 01 12:00:00 AM","T6","Arrival","International","73,843"
"2022 Aug 30 11:02:17 AM","2022 Jul 01 12:00:00 AM","TBIT West Gates","Arrival","Domestic","107,807"
"2022 Aug 30 11:02:17 AM","2022 Jul 01 12:00:00 AM","Miscellaneous Terminal","Departure","Domestic","54,400"
"2022 Aug 30 11:02:17 AM","2022 Jul 01 12:00:00 AM","T8","Departure","Domestic","128,636"
"2022 Aug 30 11:02:17 AM","2022 Jul 01 12:00:00 AM","T3","Arrival","Domestic","104,752"
"2022 Aug 30 11:02:17 AM","2022 Jul 01 12:00:00 AM","T7","Departure","Domestic","337,180"
"2022 Aug 30 11:02:17 AM","2022 Jul 01 12:00:00 AM","T2","Departure","Domestic","345,569"
"2022 Aug 30 11:02:17 AM","2022 Jul 01 12:00:00 AM","TBIT West Gates","Departure","Domestic","102,267"
"2022 Aug 30 11:02:17 AM","2022 Jul 01 12:00:00 AM","TBIT","Departure","Domestic","127,174"
"2022 Aug 30 11:02:17 AM","2022 Jul 01 12:00:00 AM","Miscellaneous Terminal","Arrival","International","425"
"2022 Aug 30 11:02:17 AM","2022 Jul 01 12:00:00 AM","TBIT","Departure","International","437,277"
"2023 Apr 01 12:01:02 AM","2023 Feb 01 12:00:00 AM","T3","Arrival","Domestic","229,026"
"2022 Aug 30 11:02:17 AM","2022 Jul 01 12:00:00 AM","T4","Departure","Domestic","201,148"
"2022 Aug 30 11:02:17 AM","2022 Jul 01 12:00:00 AM","T7","Arrival","International","72,786"
"2022 Aug 30 11:02:17 AM","2022 Jun 01 12:00:00 AM","TBIT","Departure","International","425,202"
"2022 Sep 01 12:00:54 AM","2022 Jul 01 12:00:00 AM","TBIT West Gates","Arrival","International","195,692"
"2022 Aug 30 11:02:17 AM","2022 Jul 01 12:00:00 AM","T5","Arrival","Domestic","397,955"
"2022 Aug 30 11:02:17 AM","2022 Jul 01 12:00:00 AM","T5","Departure","Domestic","390,714"
